"No.","Time","Source","Destination","Protocol","Length","Info"
"206","6.759787","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4081, FN=0, Flags=........C, BI=100, SSID=Coherer"
"207","6.861876","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4082, FN=0, Flags=........C, BI=100, SSID=Coherer"
"208","6.878768","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"209","6.879754","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=51, FN=0, Flags=.p.....TC"
"210","6.879764","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"211","6.964762","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4083, FN=0, Flags=........C, BI=100, SSID=Coherer"
"212","6.965737","Apple_82:36:3a","Broadcast","802.11","108","Data, SN=4084, FN=0, Flags=.p....F.C"
"213","7.066743","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4085, FN=0, Flags=........C, BI=100, SSID=Coherer"
"214","7.151736","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"215","7.152708","Apple_82:36:3a","IPv6mcast_02","802.11","132","Data, SN=52, FN=0, Flags=.p.....TC"
"216","7.152717","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"217","7.152722","Apple_82:36:3a","IPv6mcast_02","802.11","132","Data, SN=52, FN=0, Flags=.p..R..TC"
"218","7.152799","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"219","7.168707","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4086, FN=0, Flags=........C, BI=100, SSID=Coherer"
"220","7.170707","Apple_82:36:3a","IPv6mcast_02","802.11","136","Data, SN=4087, FN=0, Flags=.p....F.C"
"221","7.178724","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"222","7.179701","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=53, FN=0, Flags=.p.....TC"
"223","7.179710","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"224","7.271705","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4088, FN=0, Flags=........C, BI=100, SSID=Coherer"
"225","7.272691","Apple_82:36:3a","Broadcast","802.11","108","Data, SN=4089, FN=0, Flags=.p....F.C"
"226","7.373685","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4090, FN=0, Flags=........C, BI=100, SSID=Coherer"
"227","7.476753","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4091, FN=0, Flags=........C, BI=100, SSID=Coherer"
"228","7.478727","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"229","7.478876","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=54, FN=0, Flags=.p.....TC"
"230","7.478885","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"231","7.492731","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"232","7.493718","Apple_82:36:3a","AppleTalk-broadcast-address","802.11","96","Data, SN=55, FN=0, Flags=.p.....TC"
"233","7.493736","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"234","7.578639","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4092, FN=0, Flags=........C, BI=100, SSID=Coherer"
"235","7.579636","Apple_82:36:3a","Broadcast","802.11","108","Data, SN=4093, FN=0, Flags=.pm...F.C"
"236","7.580634","Apple_82:36:3a","AppleTalk-broadcast-address","802.11","100","Data, SN=4094, FN=0, Flags=.p....F.C"
"237","7.681631","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4095, FN=0, Flags=........C, BI=100, SSID=Coherer"
"238","7.779617","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"239","7.780597","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=56, FN=0, Flags=.p.....TC"
"240","7.780607","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"241","7.783606","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=0, FN=0, Flags=........C, BI=100, SSID=Coherer"
"242","7.784600","Apple_82:36:3a","Broadcast","802.11","108","Data, SN=1, FN=0, Flags=.p....F.C"
"243","7.885629","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=2, FN=0, Flags=........C, BI=100, SSID=Coherer"
"244","7.988582","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=3, FN=0, Flags=........C, BI=100, SSID=Coherer"
"245","8.080573","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"246","8.081550","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=57, FN=0, Flags=.p.....TC"
"247","8.081559","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"248","8.090557","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=4, FN=0, Flags=........C, BI=100, SSID=Coherer"
"249","8.091546","Cisco-Li_82:b2:55","Spanning-tree-(for-bridges)_00","802.11","118","Data, SN=5, FN=0, Flags=.pm...F.C"
"250","8.092560","Apple_82:36:3a","Broadcast","802.11","108","Data, SN=6, FN=0, Flags=.p....F.C"
"251","8.193548","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=7, FN=0, Flags=........C, BI=100, SSID=Coherer"
"252","8.295537","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=8, FN=0, Flags=........C, BI=100, SSID=Coherer"
"253","8.381525","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"254","8.382512","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=58, FN=0, Flags=.p.....TC"
"255","8.382521","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"256","8.398503","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=9, FN=0, Flags=........C, BI=100, SSID=Coherer"
"257","8.399498","Apple_82:36:3a","Broadcast","802.11","108","Data, SN=10, FN=0, Flags=.p....F.C"
"258","8.435576","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"259","8.436543","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=59, FN=0, Flags=.p.....TC"
"260","8.436557","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"261","8.437534","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"262","8.438535","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","104","Data, SN=11, FN=0, Flags=.p....F.C"
"263","8.438548","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"264","8.438554","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"265","8.439534","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=60, FN=0, Flags=.p.....TC"
"266","8.439547","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"267","8.439552","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"268","8.440534","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=12, FN=0, Flags=.p....F.C"
"269","8.440546","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"270","8.443569","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"271","8.444549","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=61, FN=0, Flags=.p.....TC"
"272","8.444565","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"273","8.444571","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=61, FN=0, Flags=.p..R..TC"
"274","8.445548","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"275","8.446547","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=61, FN=0, Flags=.p..R..TC"
"276","8.446565","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"277","8.446569","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=61, FN=0, Flags=.p..R..TC"
"278","8.492556","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"279","8.492674","Apple_82:36:3a","AppleTalk-broadcast-address","802.11","96","Data, SN=62, FN=0, Flags=.p.....TC"
"280","8.500568","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=13, FN=0, Flags=........C, BI=100, SSID=Coherer"
"281","8.501556","Apple_82:36:3a","Broadcast","802.11","108","Data, SN=14, FN=0, Flags=.pm...F.C"
"282","8.502547","Apple_82:36:3a","AppleTalk-broadcast-address","802.11","100","Data, SN=15, FN=0, Flags=.p....F.C"
"283","8.587485","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"284","8.588466","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","147","Data, SN=63, FN=0, Flags=.p.....TC"
"285","8.588475","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"286","8.602477","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=16, FN=0, Flags=........C, BI=100, SSID=Coherer"
"287","8.603468","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"288","8.604465","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","147","Data, SN=17, FN=0, Flags=.p....F.C"
"289","8.604474","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"290","8.644473","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"291","8.645458","Apple_82:36:3a","Broadcast","802.11","104","Data, SN=64, FN=0, Flags=.p.....TC"
"292","8.645469","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"293","8.645475","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"294","8.646452","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","104","Data, SN=18, FN=0, Flags=.p....F.C"
"295","8.646460","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"296","8.646464","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","104","Data, SN=18, FN=0, Flags=.p..R.F.C"
"297","8.646542","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"298","8.647459","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","104","Data, SN=18, FN=0, Flags=.p..R.F.C"
"299","8.647468","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"300","8.705449","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=19, FN=0, Flags=........C, BI=100, SSID=Coherer"
"301","8.706455","Apple_82:36:3a","Broadcast","802.11","108","Data, SN=20, FN=0, Flags=.p....F.C"
"302","8.808452","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=21, FN=0, Flags=........C, BI=100, SSID=Coherer"
"303","8.910536","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=22, FN=0, Flags=........C, BI=100, SSID=Coherer"
"304","8.936521","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"305","8.937475","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=65, FN=0, Flags=.p.....TC"
"306","8.937494","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"307","8.937501","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"308","8.938464","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=23, FN=0, Flags=.p....F.C"
"309","8.938481","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"310","8.962480","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"311","8.963080","Apple_82:36:3a","IPv6mcast_02","802.11","132","Data, SN=66, FN=0, Flags=.p.....TC"
"312","8.963089","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"313","9.012414","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=24, FN=0, Flags=........C, BI=100, SSID=Coherer"
"314","9.013421","Apple_82:36:3a","IPv6mcast_02","802.11","136","Data, SN=25, FN=0, Flags=.p....F.C"
"315","9.115423","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=26, FN=0, Flags=........C, BI=100, SSID=Coherer"
"316","9.217376","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=27, FN=0, Flags=........C, BI=100, SSID=Coherer"
"317","9.319373","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=28, FN=0, Flags=........C, BI=100, SSID=Coherer"
"318","9.422372","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=29, FN=0, Flags=........C, BI=100, SSID=Coherer"
"319","9.496398","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"320","9.497389","Apple_82:36:3a","AppleTalk-broadcast-address","802.11","118","Data, SN=67, FN=0, Flags=.p.....TC"
"321","9.497406","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"322","9.524410","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=30, FN=0, Flags=........C, BI=100, SSID=Coherer"
"323","9.525366","Apple_82:36:3a","AppleTalk-broadcast-address","802.11","122","Data, SN=31, FN=0, Flags=.p....F.C"
"324","9.608373","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"325","9.627304","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=33, FN=0, Flags=........C, BI=100, SSID=Coherer"
"326","9.729348","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=34, FN=0, Flags=........C, BI=100, SSID=Coherer"
"327","9.832280","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=36, FN=0, Flags=........C, BI=100, SSID=Coherer"
"328","9.934284","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=38, FN=0, Flags=........C, BI=100, SSID=Coherer"
"329","9.943240","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"330","9.944239","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=68, FN=0, Flags=.p.....TC"
"331","9.944250","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"332","9.945235","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"333","9.946244","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=39, FN=0, Flags=.p....F.C"
"334","9.946255","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"335","10.036246","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=40, FN=0, Flags=........C, BI=100, SSID=Coherer"
"336","10.139232","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=42, FN=0, Flags=........C, BI=100, SSID=Coherer"
"337","10.140210","Cisco-Li_82:b2:55","Spanning-tree-(for-bridges)_00","802.11","118","Data, SN=43, FN=0, Flags=.p....F.C"
"338","10.242206","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=44, FN=0, Flags=........C, BI=100, SSID=Coherer"
"339","10.344194","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=45, FN=0, Flags=........C, BI=100, SSID=Coherer"
"340","10.441185","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"341","10.442158","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=69, FN=0, Flags=.p.....TC"
"342","10.442166","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"343","10.442245","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"344","10.443158","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=46, FN=0, Flags=.p....F.C"
"345","10.443167","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"346","10.446166","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=47, FN=0, Flags=........C, BI=100, SSID=Coherer"
"347","10.488223","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"348","10.489212","Apple_82:36:3a","Broadcast","802.11","239","Data, SN=70, FN=0, Flags=.p.....TC"
"349","10.489230","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"350","10.500231","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"351","10.501207","Apple_82:36:3a","AppleTalk-broadcast-address","802.11","118","Data, SN=71, FN=0, Flags=.p.....TC"
"352","10.501223","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"353","10.516227","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"354","10.517225","Apple_82:36:3a","IPv4mcast_fb","802.11","108","Data, SN=72, FN=0, Flags=.p.....TC"
"355","10.517244","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"356","10.526222","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"357","10.527211","Apple_82:36:3a","IPv4mcast_7f:ff:fa","802.11","201","Data, SN=73, FN=0, Flags=.p.....TC"
"358","10.527228","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"359","10.527233","Apple_82:36:3a","IPv4mcast_7f:ff:fa","802.11","237","Data, SN=74, FN=0, Flags=.p.....TC"
"360","10.528213","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"361","10.528232","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"362","10.528237","Apple_82:36:3a","IPv4mcast_7f:ff:fa","802.11","232","Data, SN=75, FN=0, Flags=.p.....TC"
"363","10.528342","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"364","10.549266","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=48, FN=0, Flags=........C, BI=100, SSID=Coherer"
"365","10.551221","Apple_82:36:3a","Broadcast","802.11","243","Data, SN=49, FN=0, Flags=.pm...F.C"
"366","10.552188","Apple_82:36:3a","AppleTalk-broadcast-address","802.11","122","Data, SN=50, FN=0, Flags=.pm...F.C"
"367","10.553181","Apple_82:36:3a","IPv4mcast_fb","802.11","112","Data, SN=51, FN=0, Flags=.pm...F.C"
"368","10.555218","Apple_82:36:3a","IPv4mcast_7f:ff:fa","802.11","205","Data, SN=52, FN=0, Flags=.pm...F.C"
"369","10.557209","Apple_82:36:3a","IPv4mcast_7f:ff:fa","802.11","241","Data, SN=53, FN=0, Flags=.pm...F.C"
"370","10.559214","Apple_82:36:3a","IPv4mcast_7f:ff:fa","802.11","236","Data, SN=54, FN=0, Flags=.p....F.C"
"371","10.651148","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=55, FN=0, Flags=........C, BI=100, SSID=Coherer"
"372","10.753126","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=56, FN=0, Flags=........C, BI=100, SSID=Coherer"
"373","10.856186","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=57, FN=0, Flags=........C, BI=100, SSID=Coherer"
"374","10.942103","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"375","10.943080","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=76, FN=0, Flags=.p.....TC"
"376","10.943090","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"377","10.943174","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"378","10.944072","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=58, FN=0, Flags=.p....F.C"
"379","10.944082","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"380","10.958077","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=59, FN=0, Flags=........C, BI=100, SSID=Coherer"
"381","11.061079","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=60, FN=0, Flags=........C, BI=100, SSID=Coherer"
"382","11.163061","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=61, FN=0, Flags=........C, BI=100, SSID=Coherer"
"383","11.266023","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=62, FN=0, Flags=........C, BI=100, SSID=Coherer"
"384","11.312034","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"385","11.313007","Apple_82:36:3a","IPv6mcast_02","802.11","132","Data, SN=77, FN=0, Flags=.p.....TC"
"386","11.313016","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"387","11.368081","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=63, FN=0, Flags=........C, BI=100, SSID=Coherer"
"388","11.369011","Apple_82:36:3a","IPv6mcast_02","802.11","136","Data, SN=64, FN=0, Flags=.p....F.C"
"389","11.450012","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Clear-to-send, Flags=........C"
"390","11.450990","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=78, FN=0, Flags=.p.....TC"
"391","11.451001","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"392","11.451007","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Clear-to-send, Flags=........C"
"393","11.451981","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=65, FN=0, Flags=.p....F.C"
"394","11.451989","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"395","11.470007","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=66, FN=0, Flags=........C, BI=100, SSID=Coherer"
"396","11.573050","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=67, FN=0, Flags=........C, BI=100, SSID=Coherer"
"397","11.674979","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=68, FN=0, Flags=........C, BI=100, SSID=Coherer"
"398","11.777961","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=69, FN=0, Flags=........C, BI=100, SSID=Coherer"
"399","11.879925","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=70, FN=0, Flags=........C, BI=100, SSID=Coherer"
"400","11.982925","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=71, FN=0, Flags=........C, BI=100, SSID=Coherer"
"401","12.084901","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=72, FN=0, Flags=........C, BI=100, SSID=Coherer"
"402","12.085879","Cisco-Li_82:b2:55","Spanning-tree-(for-bridges)_00","802.11","118","Data, SN=73, FN=0, Flags=.p....F.C"
"403","12.186885","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=74, FN=0, Flags=........C, BI=100, SSID=Coherer"
"404","12.289872","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=75, FN=0, Flags=........C, BI=100, SSID=Coherer"
"405","12.391879","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=76, FN=0, Flags=........C, BI=100, SSID=Coherer"
"406","12.446856","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=79, FN=0, Flags=.p.....TC"
"407","12.446871","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"408","12.447825","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=77, FN=0, Flags=.p....F.C"
"409","12.447833","","Cisco-Li_82:b2:55 (00:0c:41:82:b2:55) (RA)","802.11","38","Acknowledgement, Flags=........C"
"410","12.494858","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=78, FN=0, Flags=........C, BI=100, SSID=Coherer"
"411","12.596912","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=79, FN=0, Flags=........C, BI=100, SSID=Coherer"
"412","12.699823","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=80, FN=0, Flags=........C, BI=100, SSID=Coherer"
"413","12.801865","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=81, FN=0, Flags=........C, BI=100, SSID=Coherer"
"414","12.903777","Cisco-Li_82:b2:55","Broadcast","802.11","168","Beacon frame, SN=82, FN=0, Flags=........C, BI=100, SSID=Coherer"
"415","12.947797","Apple_82:36:3a","Cisco-Li_82:b2:53","802.11","108","Data, SN=80, FN=0, Flags=.p.....TC"
"416","12.947813","","Apple_82:36:3a (00:0d:93:82:36:3a) (RA)","802.11","38","Acknowledgement, Flags=........C"
"417","12.948755","Cisco-Li_82:b2:53","Apple_82:36:3a","802.11","136","Data, SN=83, FN=0, Flags=.p....F.C"
